candidat_id,filiere_code,parcours_id,age,sexe,serie,moyenne_generale,preferences_env,objectif_professionnel,filiere_nom,filiere_parcours_id,filiere_parcours_nom,filiere_secteur,target,nombre_competences,nombre_matieres_fortes,nombre_matieres_faibles,nombre_centres_interet
STD_2026_0004,ESIIA,P3,21,F,C,13.65,Bureau & Télétravail,Ingénieur Génie Civil,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,0,3,2,2,2
STD_2026_0004,IGGLIA,P3,21,F,C,13.65,Bureau & Télétravail,Ingénieur Génie Civil,Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,0,3,2,2,2
STD_2026_0004,IMTICIA,P3,21,F,C,13.65,Bureau & Télétravail,Ingénieur Génie Civil,Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,0,3,2,2,2
STD_2026_0004,ISAIA,P3,21,F,C,13.65,Bureau & Télétravail,Ingénieur Génie Civil,Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0004,TEE,P4,21,F,C,13.65,Bureau & Télétravail,Ingénieur Génie Civil,Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0004,TEH,P4,21,F,C,13.65,Bureau & Télétravail,Ingénieur Génie Civil,Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0004,CAA,P5,21,F,C,13.65,Bureau & Télétravail,Ingénieur Génie Civil,Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0004,DTJA,P5,21,F,C,13.65,Bureau & Télétravail,Ingénieur Génie Civil,Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
STD_2026_0004,EMP,P5,21,F,C,13.65,Bureau & Télétravail,Ingénieur Génie Civil,Economie et Management de Projet,P5,Techniques des Affaires,Management & Conseil,0,3,2,2,2
STD_2026_0004,FIC,P5,21,F,C,13.65,Bureau & Télétravail,Ingénieur Génie Civil,Finances et Comptabilités,P5,Techniques des Affaires,Finance & Comptabilité,0,3,2,2,2
STD_2026_0005,AEE,P1,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Agriculture et Élevage,P1,Biotechnologie et Agronomie,Agriculture / Agronomie,0,3,2,2,2
STD_2026_0005,IAA,P1,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Industrie Agroalimentaire,P1,Biotechnologie et Agronomie,Industrie Agroalimentaire,0,3,2,2,2
STD_2026_0005,PIP,P1,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Pharmacologie et Industries Pharmaceutiques,P1,Biotechnologie et Agronomie,Industrie Pharmaceutique & Santé,0,3,2,2,2
STD_2026_0005,EMII,P2,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Électro-Mécanique et Informatique Industrielle,P2,Génie Industriel et Génie Civil,Industrie & Automatisme,0,3,2,2,2
STD_2026_0005,GCA,P2,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),0,3,2,2,2
STD_2026_0005,ICMP,P2,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",1,3,2,2,2
STD_2026_0005,ESIIA,P3,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,0,3,2,2,2
STD_2026_0005,IGGLIA,P3,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,0,3,2,2,2
STD_2026_0005,IMTICIA,P3,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,0,3,2,2,2
STD_2026_0005,ISAIA,P3,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0005,TEE,P4,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0005,TEH,P4,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0005,CAA,P5,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0005,DTJA,P5,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
STD_2026_0005,EMP,P5,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Economie et Management de Projet,P5,Techniques des Affaires,Management & Conseil,0,3,2,2,2
STD_2026_0005,FIC,P5,21,M,D,12.11,Bureau & Télétravail,Ingénieur Procédés,Finances et Comptabilités,P5,Techniques des Affaires,Finance & Comptabilité,0,3,2,2,2
STD_2026_0006,AEE,P1,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Agriculture et Élevage,P1,Biotechnologie et Agronomie,Agriculture / Agronomie,0,3,2,2,2
STD_2026_0006,IAA,P1,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Industrie Agroalimentaire,P1,Biotechnologie et Agronomie,Industrie Agroalimentaire,0,3,2,2,2
STD_2026_0006,PIP,P1,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Pharmacologie et Industries Pharmaceutiques,P1,Biotechnologie et Agronomie,Industrie Pharmaceutique & Santé,0,3,2,2,2
STD_2026_0006,EMII,P2,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Électro-Mécanique et Informatique Industrielle,P2,Génie Industriel et Génie Civil,Industrie & Automatisme,0,3,2,2,2
STD_2026_0006,GCA,P2,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),0,3,2,2,2
STD_2026_0006,ICMP,P2,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",0,3,2,2,2
STD_2026_0006,ESIIA,P3,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,1,3,2,2,2
STD_2026_0006,IGGLIA,P3,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,0,3,2,2,2
STD_2026_0006,IMTICIA,P3,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,0,3,2,2,2
STD_2026_0006,ISAIA,P3,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0006,TEE,P4,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0006,TEH,P4,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0006,CAA,P5,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0006,DTJA,P5,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
STD_2026_0006,EMP,P5,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Economie et Management de Projet,P5,Techniques des Affaires,Management & Conseil,0,3,2,2,2
STD_2026_0006,FIC,P5,21,M,S,14.84,Espaces de Coworking / Startup,Ingénieur Systèmes Embarqués,Finances et Comptabilités,P5,Techniques des Affaires,Finance & Comptabilité,0,3,2,2,2
STD_2026_0007,AEE,P1,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Agriculture et Élevage,P1,Biotechnologie et Agronomie,Agriculture / Agronomie,0,3,2,2,2
STD_2026_0007,IAA,P1,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Industrie Agroalimentaire,P1,Biotechnologie et Agronomie,Industrie Agroalimentaire,0,3,2,2,2
STD_2026_0007,PIP,P1,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Pharmacologie et Industries Pharmaceutiques,P1,Biotechnologie et Agronomie,Industrie Pharmaceutique & Santé,0,3,2,2,2
STD_2026_0007,EMII,P2,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Électro-Mécanique et Informatique Industrielle,P2,Génie Industriel et Génie Civil,Industrie & Automatisme,0,3,2,2,2
STD_2026_0007,GCA,P2,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),0,3,2,2,2
STD_2026_0007,ICMP,P2,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",0,3,2,2,2
STD_2026_0007,ESIIA,P3,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,0,3,2,2,2
STD_2026_0007,IGGLIA,P3,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,1,3,2,2,2
STD_2026_0007,IMTICIA,P3,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,0,3,2,2,2
STD_2026_0007,ISAIA,P3,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0007,TEE,P4,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0007,TEH,P4,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0007,CAA,P5,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0007,DTJA,P5,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
STD_2026_0007,EMP,P5,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Economie et Management de Projet,P5,Techniques des Affaires,Management & Conseil,0,3,2,2,2
STD_2026_0007,FIC,P5,16,M,G,12.89,Entreprise industrielle,Ingénieur Génie Logiciel,Finances et Comptabilités,P5,Techniques des Affaires,Finance & Comptabilité,0,3,2,2,2
STD_2026_0008,AEE,P1,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Agriculture et Élevage,P1,Biotechnologie et Agronomie,Agriculture / Agronomie,0,3,2,2,2
STD_2026_0008,IAA,P1,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Industrie Agroalimentaire,P1,Biotechnologie et Agronomie,Industrie Agroalimentaire,0,3,2,2,2
STD_2026_0008,PIP,P1,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Pharmacologie et Industries Pharmaceutiques,P1,Biotechnologie et Agronomie,Industrie Pharmaceutique & Santé,0,3,2,2,2
STD_2026_0008,EMII,P2,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Électro-Mécanique et Informatique Industrielle,P2,Génie Industriel et Génie Civil,Industrie & Automatisme,0,3,2,2,2
STD_2026_0008,GCA,P2,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),0,3,2,2,2
STD_2026_0008,ICMP,P2,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",0,3,2,2,2
STD_2026_0008,ESIIA,P3,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,0,3,2,2,2
STD_2026_0008,IGGLIA,P3,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,0,3,2,2,2
STD_2026_0008,IMTICIA,P3,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,1,3,2,2,2
STD_2026_0008,ISAIA,P3,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0008,TEE,P4,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0008,TEH,P4,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0008,CAA,P5,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0008,DTJA,P5,20,M,Technique,14.44,Sur le terrain / Chantier,Administrateur Réseaux & TIC,Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
